Filename,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,NPofB10,NPofB15,NPofB20,NPofB25,NPofB30,NPofB35,NPofB40,NPofB45,NPofB50,NPofB55,NPofB60,NPofB65,NPofB70,NPofB75,NPofB80,NPofB85,NPofB90,NPofB95,NPofB100,NAverage_Pofb
lucene_3_2_randomForest.csv,0.108374384,0.128078818,0.187192118,0.221674877,0.236453202,0.246305419,0.266009852,0.325123153,0.36453202,0.418719212,0.477832512,0.507389163,0.532019704,0.581280788,0.669950739,0.729064039,0.798029557,0.857142857,1,0.45553539,0.399014778,0.467980296,0.532019704,0.586206897,0.645320197,0.674876847,0.709359606,0.733990148,0.75862069,0.778325123,0.807881773,0.852216749,0.862068966,0.896551724,0.916256158,0.921182266,0.945812808,0.960591133,1,0.760435572
lucene_3_2_smo.csv,0.133663366,0.168316832,0.202970297,0.227722772,0.237623762,0.247524752,0.257425743,0.267326733,0.316831683,0.589108911,0.702970297,0.772277228,0.826732673,0.881188119,0.920792079,0.945544554,0.98019802,0.995049505,1,0.561750912,0.133663366,0.168316832,0.202970297,0.227722772,0.237623762,0.247524752,0.257425743,0.267326733,0.316831683,0.589108911,0.702970297,0.772277228,0.826732673,0.881188119,0.920792079,0.945544554,0.98019802,0.995049505,1,0.561750912
poi_4_1_bayesNet.csv,0.013513514,0.027027027,0.040540541,0.067567568,0.081081081,0.094594595,0.121621622,0.135135135,0.175675676,0.22972973,0.297297297,0.351351351,0.351351351,0.418918919,0.486486486,0.581081081,0.689189189,0.824324324,1,0.315078236,0.148648649,0.162162162,0.175675676,0.216216216,0.27027027,0.378378378,0.405405405,0.432432432,0.486486486,0.5,0.567567568,0.594594595,0.675675676,0.72972973,0.756756757,0.797297297,0.878378378,0.905405405,1,0.530583215
poi_4_1_begging.csv,0.054054054,0.094594595,0.108108108,0.148648649,0.162162162,0.216216216,0.243243243,0.27027027,0.324324324,0.391891892,0.391891892,0.405405405,0.445945946,0.486486486,0.5,0.621621622,0.743243243,0.878378378,1,0.394025605,0.205479452,0.273972603,0.356164384,0.356164384,0.424657534,0.479452055,0.547945205,0.616438356,0.671232877,0.712328767,0.753424658,0.808219178,0.890410959,0.931506849,0.945205479,0.97260274,0.98630137,1,1,0.680605624
poi_4_1_decisionTable.csv,0.027027027,0.040540541,0.081081081,0.094594595,0.108108108,0.256756757,0.27027027,0.283783784,0.283783784,0.297297297,0.364864865,0.364864865,0.432432432,0.5,0.594594595,0.72972973,0.837837838,0.891891892,1,0.392603129,0.219178082,0.369863014,0.424657534,0.452054795,0.479452055,0.506849315,0.589041096,0.616438356,0.630136986,0.657534247,0.712328767,0.794520548,0.835616438,0.876712329,0.904109589,0.945205479,0.97260274,1,1,0.683489546
poi_4_1_ibk.csv,0.189189189,0.22972973,0.243243243,0.256756757,0.297297297,0.297297297,0.337837838,0.351351351,0.391891892,0.432432432,0.459459459,0.472972973,0.472972973,0.608108108,0.716216216,0.810810811,0.918918919,0.972972973,1,0.497866287,0.191780822,0.232876712,0.246575342,0.260273973,0.287671233,0.301369863,0.315068493,0.356164384,0.383561644,0.424657534,0.465753425,0.506849315,0.506849315,0.616438356,0.726027397,0.835616438,0.931506849,1,1,0.504686373
poi_4_1_j48.csv,0.178082192,0.205479452,0.246575342,0.273972603,0.315068493,0.383561644,0.410958904,0.410958904,0.410958904,0.452054795,0.479452055,0.506849315,0.506849315,0.534246575,0.575342466,0.657534247,0.863013699,0.931506849,1,0.491708724,0.232876712,0.260273973,0.328767123,0.369863014,0.369863014,0.438356164,0.506849315,0.520547945,0.547945205,0.561643836,0.616438356,0.671232877,0.698630137,0.767123288,0.808219178,0.849315068,0.863013699,0.931506849,1,0.596971882
poi_4_1_kStar.csv,0.040540541,0.067567568,0.094594595,0.148648649,0.175675676,0.189189189,0.22972973,0.310810811,0.351351351,0.391891892,0.391891892,0.418918919,0.5,0.540540541,0.635135135,0.756756757,0.810810811,0.972972973,1,0.422475107,0.202702703,0.256756757,0.256756757,0.27027027,0.297297297,0.364864865,0.432432432,0.459459459,0.486486486,0.540540541,0.635135135,0.648648649,0.702702703,0.72972973,0.72972973,0.756756757,0.837837838,0.972972973,1,0.556899004
poi_4_1_logistic.csv,0.040540541,0.094594595,0.121621622,0.135135135,0.162162162,0.175675676,0.202702703,0.256756757,0.256756757,0.27027027,0.364864865,0.418918919,0.445945946,0.486486486,0.527027027,0.608108108,0.743243243,0.824324324,1,0.375533428,0.219178082,0.260273973,0.342465753,0.356164384,0.383561644,0.465753425,0.547945205,0.589041096,0.602739726,0.643835616,0.698630137,0.767123288,0.835616438,0.890410959,0.917808219,0.945205479,0.97260274,1,1,0.654650324
poi_4_1_naiveBayes.csv,0.068493151,0.109589041,0.136986301,0.150684932,0.178082192,0.191780822,0.219178082,0.273972603,0.273972603,0.287671233,0.315068493,0.397260274,0.452054795,0.506849315,0.547945205,0.602739726,0.657534247,0.863013699,1,0.380677722,0.164383562,0.191780822,0.219178082,0.260273973,0.287671233,0.301369863,0.342465753,0.369863014,0.410958904,0.438356164,0.479452055,0.534246575,0.575342466,0.589041096,0.630136986,0.712328767,0.712328767,0.876712329,1,0.478731074
poi_4_1_randomForest.csv,0.01369863,0.02739726,0.04109589,0.068493151,0.109589041,0.150684932,0.232876712,0.273972603,0.301369863,0.356164384,0.383561644,0.383561644,0.397260274,0.479452055,0.602739726,0.671232877,0.808219178,0.917808219,1,0.379956741,0.219178082,0.260273973,0.301369863,0.315068493,0.383561644,0.438356164,0.561643836,0.589041096,0.616438356,0.657534247,0.726027397,0.780821918,0.835616438,0.904109589,0.931506849,0.97260274,0.98630137,0.98630137,1,0.656092286
poi_4_1_smo.csv,0.150684932,0.178082192,0.205479452,0.219178082,0.273972603,0.315068493,0.342465753,0.356164384,0.397260274,0.438356164,0.465753425,0.479452055,0.506849315,0.506849315,0.657534247,0.821917808,0.917808219,0.98630137,1,0.485219899,0.150684932,0.178082192,0.205479452,0.219178082,0.273972603,0.315068493,0.342465753,0.356164384,0.397260274,0.438356164,0.465753425,0.479452055,0.506849315,0.506849315,0.657534247,0.821917808,0.917808219,0.98630137,1,0.485219899
poi_4_2_bayesNet.csv,0.084677419,0.112903226,0.125,0.141129032,0.149193548,0.217741935,0.266129032,0.334677419,0.391129032,0.391129032,0.411290323,0.532258065,0.689516129,0.721774194,0.737903226,0.858870968,0.911290323,0.939516129,1,0.474533107,0.415322581,0.5,0.576612903,0.629032258,0.681451613,0.737903226,0.766129032,0.798387097,0.830645161,0.85483871,0.891129032,0.911290323,0.931451613,0.939516129,0.971774194,0.97983871,0.987903226,0.991935484,1,0.810271647
poi_4_2_begging.csv,0.024193548,0.036290323,0.048387097,0.080645161,0.10483871,0.137096774,0.189516129,0.221774194,0.266129032,0.306451613,0.370967742,0.407258065,0.487903226,0.568548387,0.633064516,0.717741935,0.786290323,0.862903226,1,0.381578947,0.319838057,0.388663968,0.449392713,0.530364372,0.582995951,0.63562753,0.67611336,0.732793522,0.75708502,0.789473684,0.850202429,0.886639676,0.902834008,0.947368421,0.983805668,0.991902834,0.995951417,1,1,0.75900277
poi_4_2_decisionTable.csv,0.024291498,0.024291498,0.060728745,0.076923077,0.194331984,0.267206478,0.315789474,0.352226721,0.360323887,0.396761134,0.4048583,0.619433198,0.704453441,0.732793522,0.862348178,0.902834008,0.927125506,0.963562753,1,0.483699126,0.360323887,0.469635628,0.530364372,0.591093117,0.655870445,0.704453441,0.761133603,0.801619433,0.834008097,0.854251012,0.890688259,0.927125506,0.943319838,0.95951417,0.975708502,0.991902834,0.995951417,1,1,0.802471766
poi_4_2_ibk.csv,0.088709677,0.120967742,0.125,0.137096774,0.14516129,0.149193548,0.153225806,0.201612903,0.423387097,0.532258065,0.608870968,0.681451613,0.737903226,0.778225806,0.810483871,0.830645161,0.85483871,0.891129032,1,0.487903226,0.157258065,0.221774194,0.233870968,0.245967742,0.254032258,0.27016129,0.274193548,0.278225806,0.403225806,0.516129032,0.592741935,0.677419355,0.758064516,0.814516129,0.883064516,0.915322581,0.939516129,0.983870968,1,0.548387097
poi_4_2_j48.csv,0.032388664,0.064777328,0.113360324,0.186234818,0.214574899,0.238866397,0.259109312,0.275303644,0.279352227,0.352226721,0.352226721,0.376518219,0.570850202,0.655870445,0.700404858,0.732793522,0.777327935,0.866396761,1,0.423609631,0.190283401,0.319838057,0.384615385,0.465587045,0.538461538,0.591093117,0.627530364,0.659919028,0.700404858,0.728744939,0.765182186,0.777327935,0.793522267,0.813765182,0.83805668,0.846153846,0.850202429,0.866396761,1,0.671425527
poi_4_2_kStar.csv,0.008097166,0.020242915,0.056680162,0.072874494,0.109311741,0.12145749,0.190283401,0.246963563,0.307692308,0.368421053,0.425101215,0.48582996,0.534412955,0.643724696,0.761133603,0.862348178,0.910931174,0.955465587,1,0.425314298,0.182186235,0.263157895,0.28340081,0.315789474,0.352226721,0.380566802,0.400809717,0.425101215,0.453441296,0.530364372,0.534412955,0.546558704,0.655870445,0.744939271,0.809716599,0.862348178,0.910931174,0.95951417,1,0.55849137
poi_4_2_logistic.csv,0.008064516,0.016129032,0.032258065,0.048387097,0.052419355,0.088709677,0.108870968,0.141129032,0.189516129,0.233870968,0.290322581,0.366935484,0.439516129,0.556451613,0.641129032,0.745967742,0.875,0.947580645,1,0.356960951,0.396761134,0.497975709,0.530364372,0.587044534,0.639676113,0.688259109,0.748987854,0.801619433,0.842105263,0.874493927,0.902834008,0.927125506,0.947368421,0.967611336,0.983805668,0.987854251,0.995951417,1,1,0.806307266
poi_4_2_naiveBayes.csv,0.016129032,0.024193548,0.036290323,0.056451613,0.080645161,0.112903226,0.133064516,0.161290323,0.165322581,0.225806452,0.274193548,0.35483871,0.403225806,0.508064516,0.616935484,0.762096774,0.883064516,0.931451613,1,0.355050934,0.177419355,0.213709677,0.25,0.282258065,0.322580645,0.387096774,0.47983871,0.548387097,0.596774194,0.685483871,0.766129032,0.806451613,0.842741935,0.866935484,0.891129032,0.927419355,0.971774194,0.97983871,1,0.631366723
poi_4_2_randomForest.csv,0.036290323,0.064516129,0.072580645,0.096774194,0.129032258,0.169354839,0.193548387,0.213709677,0.22983871,0.294354839,0.350806452,0.423387097,0.47983871,0.556451613,0.608870968,0.677419355,0.77016129,0.850806452,1,0.379881154,0.217741935,0.27016129,0.334677419,0.366935484,0.415322581,0.475806452,0.528225806,0.568548387,0.612903226,0.657258065,0.713709677,0.741935484,0.754032258,0.786290323,0.838709677,0.862903226,0.891129032,0.891129032,1,0.627758913
poi_4_2_smo.csv,0.331983806,0.392712551,0.441295547,0.502024291,0.542510121,0.562753036,0.591093117,0.607287449,0.627530364,0.639676113,0.647773279,0.655870445,0.659919028,0.659919028,0.761133603,0.858299595,0.923076923,0.975708502,1,0.651608779,0.331983806,0.392712551,0.441295547,0.502024291,0.542510121,0.562753036,0.591093117,0.607287449,0.627530364,0.639676113,0.647773279,0.655870445,0.659919028,0.659919028,0.761133603,0.858299595,0.923076923,0.975708502,1,0.651608779
poi_4_3_bayesNet.csv,0.088967972,0.142348754,0.177935943,0.202846975,0.202846975,0.330960854,0.473309609,0.519572954,0.597864769,0.622775801,0.637010676,0.669039146,0.704626335,0.722419929,0.768683274,0.836298932,0.864768683,0.914590747,1,0.551414122,0.271428571,0.367857143,0.435714286,0.510714286,0.571428571,0.617857143,0.65,0.692857143,0.725,0.75,0.789285714,0.814285714,0.853571429,0.878571429,0.896428571,0.917857143,0.917857143,0.95,1,0.716353383
poi_4_3_begging.csv,0.003558719,0.03202847,0.049822064,0.078291815,0.128113879,0.185053381,0.227758007,0.298932384,0.387900356,0.46975089,0.523131673,0.583629893,0.669039146,0.733096085,0.772241993,0.807829181,0.850533808,0.921708185,1,0.459074733,0.317857143,0.410714286,0.485714286,0.557142857,0.621428571,0.682142857,0.735714286,0.785714286,0.832142857,0.860714286,0.878571429,0.914285714,0.935714286,0.957142857,0.971428571,0.975,0.989285714,1,1,0.784774436
poi_4_3_decisionTable.csv,0.035587189,0.046263345,0.149466192,0.306049822,0.402135231,0.473309609,0.523131673,0.558718861,0.580071174,0.580071174,0.604982206,0.672597865,0.711743772,0.768683274,0.782918149,0.836298932,0.893238434,0.957295374,1,0.572766436,0.335714286,0.428571429,0.5,0.571428571,0.639285714,0.696428571,0.742857143,0.8,0.839285714,0.867857143,0.896428571,0.917857143,0.942857143,0.957142857,0.971428571,0.985714286,0.992857143,0.996428571,1,0.793796992
poi_4_3_ibk.csv,0.185053381,0.24911032,0.320284698,0.362989324,0.402135231,0.416370107,0.430604982,0.434163701,0.441281139,0.455516014,0.558718861,0.629893238,0.669039146,0.693950178,0.836298932,0.882562278,0.914590747,0.960854093,1,0.570706125,0.25,0.328571429,0.403571429,0.467857143,0.521428571,0.564285714,0.6,0.625,0.65,0.678571429,0.692857143,0.703571429,0.710714286,0.710714286,0.857142857,0.925,0.964285714,0.992857143,1,0.665601504
poi_4_3_j48.csv,0.103571429,0.260714286,0.371428571,0.442857143,0.496428571,0.542857143,0.578571429,0.6,0.621428571,0.632142857,0.635714286,0.635714286,0.682142857,0.742857143,0.785714286,0.817857143,0.882142857,0.946428571,1,0.619924812,0.303571429,0.407142857,0.492857143,0.567857143,0.632142857,0.664285714,0.710714286,0.742857143,0.775,0.814285714,0.85,0.867857143,0.889285714,0.907142857,0.914285714,0.935714286,0.942857143,0.946428571,1,0.756015038
poi_4_3_kStar.csv,0.007142857,0.014285714,0.035714286,0.064285714,0.114285714,0.157142857,0.221428571,0.289285714,0.403571429,0.478571429,0.560714286,0.628571429,0.696428571,0.728571429,0.760714286,0.835714286,0.917857143,0.989285714,1,0.468609023,0.321428571,0.385714286,0.460714286,0.521428571,0.578571429,0.628571429,0.657142857,0.696428571,0.714285714,0.742857143,0.771428571,0.789285714,0.803571429,0.810714286,0.825,0.85,0.925,0.989285714,1,0.709022556
poi_4_3_logistic.csv,0.010676157,0.021352313,0.03202847,0.053380783,0.088967972,0.131672598,0.167259786,0.217081851,0.28113879,0.338078292,0.402135231,0.476868327,0.615658363,0.683274021,0.758007117,0.822064057,0.861209964,0.911032028,1,0.414309796,0.339285714,0.428571429,0.507142857,0.585714286,0.65,0.721428571,0.767857143,0.8,0.842857143,0.875,0.892857143,0.914285714,0.939285714,0.957142857,0.978571429,0.989285714,0.992857143,1,1,0.79906015
poi_4_3_naiveBayes.csv,0.017857143,0.028571429,0.05,0.067857143,0.107142857,0.142857143,0.153571429,0.171428571,0.214285714,0.264285714,0.346428571,0.439285714,0.567857143,0.692857143,0.767857143,0.807142857,0.860714286,0.921428571,1,0.40112782,0.307142857,0.382142857,0.45,0.521428571,0.582142857,0.642857143,0.675,0.707142857,0.735714286,0.771428571,0.796428571,0.825,0.85,0.878571429,0.889285714,0.935714286,0.967857143,0.971428571,1,0.731015038
poi_4_3_randomForest.csv,0.010714286,0.025,0.042857143,0.071428571,0.110714286,0.167857143,0.221428571,0.285714286,0.364285714,0.464285714,0.542857143,0.628571429,0.664285714,0.696428571,0.742857143,0.803571429,0.864285714,0.939285714,1,0.455075188,0.3,0.385714286,0.460714286,0.539285714,0.6,0.635714286,0.685714286,0.728571429,0.764285714,0.803571429,0.842857143,0.867857143,0.889285714,0.910714286,0.921428571,0.95,0.967857143,0.978571429,1,0.74906015
poi_4_3_smo.csv,0.3,0.382142857,0.464285714,0.535714286,0.596428571,0.646428571,0.689285714,0.725,0.760714286,0.792857143,0.814285714,0.828571429,0.846428571,0.860714286,0.864285714,0.871428571,0.910714286,0.978571429,1,0.729887218,0.3,0.382142857,0.464285714,0.535714286,0.596428571,0.646428571,0.689285714,0.725,0.760714286,0.792857143,0.814285714,0.828571429,0.846428571,0.860714286,0.864285714,0.871428571,0.910714286,0.978571429,1,0.729887218
synapse_3_1_bayesNet.csv,0.075,0.133333333,0.158333333,0.2,0.233333333,0.266666667,0.3,0.333333333,0.366666667,0.375,0.416666667,0.441666667,0.483333333,0.533333333,0.625,0.666666667,0.741666667,0.85,1,0.431578947,0.108333333,0.141666667,0.175,0.216666667,0.258333333,0.3,0.316666667,0.35,0.375,0.391666667,0.408333333,0.45,0.5,0.533333333,0.608333333,0.7,0.816666667,0.891666667,1,0.449561404
synapse_3_1_begging.csv,0.066666667,0.116666667,0.166666667,0.216666667,0.233333333,0.266666667,0.291666667,0.308333333,0.341666667,0.366666667,0.391666667,0.433333333,0.475,0.516666667,0.575,0.666666667,0.7,0.833333333,1,0.419298246,0.159663866,0.201680672,0.268907563,0.302521008,0.361344538,0.403361345,0.470588235,0.512605042,0.554621849,0.579831933,0.613445378,0.705882353,0.739495798,0.773109244,0.840336134,0.87394958,0.915966387,0.932773109,1,0.590004423
synapse_3_1_decisionTable.csv,0.091666667,0.116666667,0.158333333,0.241666667,0.266666667,0.283333333,0.325,0.366666667,0.433333333,0.475,0.516666667,0.533333333,0.558333333,0.625,0.675,0.725,0.766666667,0.85,1,0.474122807,0.25210084,0.352941176,0.403361345,0.43697479,0.487394958,0.504201681,0.579831933,0.621848739,0.672268908,0.714285714,0.74789916,0.781512605,0.806722689,0.865546218,0.899159664,0.907563025,0.941176471,0.991596639,1,0.682441398
synapse_3_1_ibk.csv,0.075,0.091666667,0.133333333,0.166666667,0.183333333,0.325,0.475,0.5,0.575,0.65,0.691666667,0.758333333,0.775,0.816666667,0.858333333,0.9,0.941666667,0.958333333,1,0.572368421,0.084033613,0.100840336,0.142857143,0.201680672,0.218487395,0.344537815,0.495798319,0.521008403,0.588235294,0.672268908,0.714285714,0.781512605,0.798319328,0.840336134,0.882352941,0.924369748,0.957983193,0.983193277,1,0.592215834
synapse_3_1_j48.csv,0.075630252,0.100840336,0.109243697,0.168067227,0.210084034,0.25210084,0.268907563,0.336134454,0.336134454,0.378151261,0.403361345,0.546218487,0.714285714,0.74789916,0.798319328,0.87394958,0.924369748,0.966386555,1,0.484741265,0.109243697,0.168067227,0.226890756,0.260504202,0.336134454,0.428571429,0.495798319,0.521008403,0.588235294,0.638655462,0.655462185,0.697478992,0.739495798,0.789915966,0.831932773,0.890756303,0.924369748,0.966386555,1,0.593100398
synapse_3_1_kStar.csv,0.050420168,0.092436975,0.134453782,0.18487395,0.210084034,0.25210084,0.277310924,0.285714286,0.302521008,0.336134454,0.394957983,0.453781513,0.529411765,0.537815126,0.630252101,0.680672269,0.756302521,0.848739496,1,0.418841221,0.075630252,0.117647059,0.168067227,0.201680672,0.235294118,0.285714286,0.294117647,0.31092437,0.336134454,0.361344538,0.43697479,0.487394958,0.546218487,0.579831933,0.630252101,0.68907563,0.764705882,0.882352941,1,0.442282176
synapse_3_1_logistic.csv,0.05,0.1,0.125,0.15,0.191666667,0.216666667,0.258333333,0.283333333,0.375,0.45,0.525,0.575,0.625,0.683333333,0.725,0.775,0.841666667,0.875,1,0.464473684,0.141666667,0.2,0.258333333,0.316666667,0.366666667,0.408333333,0.466666667,0.5,0.533333333,0.608333333,0.675,0.708333333,0.758333333,0.783333333,0.816666667,0.866666667,0.925,0.966666667,1,0.594736842
synapse_3_1_naiveBayes.csv,0.058333333,0.091666667,0.116666667,0.15,0.191666667,0.233333333,0.275,0.325,0.375,0.433333333,0.525,0.575,0.616666667,0.658333333,0.733333333,0.808333333,0.875,0.925,1,0.471929825,0.116666667,0.15,0.208333333,0.266666667,0.308333333,0.35,0.391666667,0.433333333,0.466666667,0.5,0.525,0.575,0.608333333,0.691666667,0.758333333,0.833333333,0.883333333,0.941666667,1,0.526754386
synapse_3_1_randomForest.csv,0.05,0.083333333,0.125,0.158333333,0.191666667,0.225,0.25,0.291666667,0.325,0.35,0.391666667,0.433333333,0.458333333,0.508333333,0.575,0.641666667,0.725,0.825,1,0.400438596,0.125,0.166666667,0.191666667,0.233333333,0.275,0.308333333,0.341666667,0.358333333,0.383333333,0.441666667,0.491666667,0.55,0.6,0.625,0.65,0.666666667,0.733333333,0.825,1,0.471929825
synapse_3_1_smo.csv,0.067226891,0.100840336,0.117647059,0.134453782,0.294117647,0.445378151,0.478991597,0.537815126,0.605042017,0.655462185,0.705882353,0.764705882,0.781512605,0.823529412,0.865546218,0.915966387,0.949579832,0.983193277,1,0.590888987,0.067226891,0.100840336,0.117647059,0.134453782,0.294117647,0.445378151,0.478991597,0.537815126,0.605042017,0.655462185,0.705882353,0.764705882,0.781512605,0.823529412,0.865546218,0.915966387,0.949579832,0.983193277,1,0.590888987
synapse_3_2_bayesNet.csv,0.081395349,0.104651163,0.13372093,0.168604651,0.215116279,0.25,0.273255814,0.319767442,0.354651163,0.38372093,0.441860465,0.494186047,0.523255814,0.569767442,0.604651163,0.674418605,0.755813953,0.88372093,1,0.433292534,0.127906977,0.186046512,0.23255814,0.290697674,0.337209302,0.377906977,0.424418605,0.459302326,0.48255814,0.511627907,0.540697674,0.575581395,0.610465116,0.639534884,0.680232558,0.720930233,0.796511628,0.901162791,1,0.520807834
synapse_3_2_begging.csv,0.064327485,0.093567251,0.122807018,0.169590643,0.204678363,0.239766082,0.292397661,0.34502924,0.391812865,0.461988304,0.502923977,0.543859649,0.584795322,0.649122807,0.701754386,0.801169591,0.83625731,0.906432749,1,0.469067405,0.274853801,0.32748538,0.385964912,0.432748538,0.467836257,0.526315789,0.573099415,0.608187135,0.643274854,0.684210526,0.713450292,0.736842105,0.760233918,0.795321637,0.830409357,0.871345029,0.900584795,0.964912281,1,0.657740843
synapse_3_2_decisionTable.csv,0.116959064,0.152046784,0.18128655,0.198830409,0.228070175,0.263157895,0.315789474,0.350877193,0.380116959,0.415204678,0.467836257,0.514619883,0.567251462,0.637426901,0.730994152,0.807017544,0.871345029,0.906432749,1,0.479224377,0.25,0.313953488,0.38372093,0.436046512,0.488372093,0.552325581,0.598837209,0.63372093,0.674418605,0.709302326,0.744186047,0.790697674,0.819767442,0.86627907,0.912790698,0.930232558,0.953488372,0.98255814,1,0.686352509
synapse_3_2_ibk.csv,0.162790698,0.203488372,0.238372093,0.261627907,0.290697674,0.319767442,0.343023256,0.406976744,0.529069767,0.587209302,0.651162791,0.709302326,0.76744186,0.808139535,0.854651163,0.88372093,0.912790698,0.941860465,1,0.572215422,0.168604651,0.215116279,0.25,0.273255814,0.302325581,0.325581395,0.348837209,0.430232558,0.563953488,0.622093023,0.680232558,0.738372093,0.796511628,0.831395349,0.877906977,0.918604651,0.947674419,0.970930233,1,0.592717258
synapse_3_2_j48.csv,0.139534884,0.191860465,0.226744186,0.25,0.279069767,0.302325581,0.319767442,0.406976744,0.470930233,0.51744186,0.563953488,0.604651163,0.645348837,0.674418605,0.709302326,0.790697674,0.912790698,0.970930233,1,0.525091799,0.210526316,0.333333333,0.403508772,0.467836257,0.50877193,0.538011696,0.596491228,0.625730994,0.660818713,0.707602339,0.736842105,0.777777778,0.830409357,0.865497076,0.888888889,0.923976608,0.953216374,0.98245614,1,0.6848261
synapse_3_2_kStar.csv,0.063953488,0.104651163,0.13372093,0.180232558,0.215116279,0.25,0.319767442,0.360465116,0.406976744,0.488372093,0.569767442,0.61627907,0.680232558,0.744186047,0.808139535,0.86627907,0.924418605,0.965116279,1,0.510403917,0.197674419,0.244186047,0.296511628,0.319767442,0.360465116,0.401162791,0.441860465,0.470930233,0.511627907,0.563953488,0.598837209,0.651162791,0.686046512,0.755813953,0.813953488,0.877906977,0.924418605,0.970930233,1,0.583537332
synapse_3_2_logistic.csv,0.034883721,0.069767442,0.110465116,0.145348837,0.174418605,0.203488372,0.255813953,0.296511628,0.325581395,0.38372093,0.436046512,0.494186047,0.546511628,0.604651163,0.627906977,0.668604651,0.738372093,0.831395349,1,0.418298654,0.169590643,0.239766082,0.321637427,0.385964912,0.456140351,0.497076023,0.561403509,0.578947368,0.631578947,0.684210526,0.713450292,0.766081871,0.795321637,0.812865497,0.859649123,0.894736842,0.918128655,0.959064327,1,0.644506002
synapse_3_2_naiveBayes.csv,0.040935673,0.058479532,0.087719298,0.111111111,0.14619883,0.18128655,0.216374269,0.263157895,0.30994152,0.350877193,0.397660819,0.461988304,0.520467836,0.584795322,0.631578947,0.684210526,0.783625731,0.923976608,1,0.408125577,0.111111111,0.157894737,0.204678363,0.245614035,0.298245614,0.339181287,0.374269006,0.432748538,0.467836257,0.514619883,0.549707602,0.573099415,0.614035088,0.65497076,0.684210526,0.713450292,0.795321637,0.923976608,1,0.508156356
synapse_3_2_randomForest.csv,0.063953488,0.098837209,0.139534884,0.168604651,0.197674419,0.25,0.290697674,0.331395349,0.389534884,0.48255814,0.546511628,0.593023256,0.645348837,0.703488372,0.761627907,0.796511628,0.860465116,0.924418605,1,0.486536108,0.261627907,0.313953488,0.348837209,0.424418605,0.476744186,0.51744186,0.558139535,0.587209302,0.627906977,0.651162791,0.680232558,0.715116279,0.755813953,0.808139535,0.848837209,0.895348837,0.924418605,0.970930233,1,0.650856793
synapse_3_2_smo.csv,0.099415205,0.14619883,0.187134503,0.216374269,0.239766082,0.269005848,0.292397661,0.321637427,0.34502924,0.426900585,0.590643275,0.643274854,0.719298246,0.771929825,0.83625731,0.894736842,0.947368421,0.976608187,1,0.522314558,0.099415205,0.14619883,0.187134503,0.216374269,0.239766082,0.269005848,0.292397661,0.321637427,0.34502924,0.426900585,0.590643275,0.643274854,0.719298246,0.771929825,0.83625731,0.894736842,0.947368421,0.976608187,1,0.522314558
velocity_3_1_bayesNet.csv,0.366197183,0.492957746,0.577464789,0.612676056,0.626760563,0.654929577,0.676056338,0.676056338,0.676056338,0.746478873,0.845070423,0.866197183,0.873239437,0.873239437,0.873239437,0.873239437,0.943661972,0.964788732,1,0.748332098,0.443661972,0.577464789,0.669014085,0.746478873,0.809859155,0.852112676,0.873239437,0.887323944,0.915492958,0.943661972,0.971830986,0.978873239,0.978873239,0.978873239,0.992957746,0.992957746,0.992957746,0.992957746,1,0.873610082
velocity_3_1_begging.csv,0.156028369,0.262411348,0.29787234,0.354609929,0.397163121,0.468085106,0.624113475,0.695035461,0.858156028,0.90070922,0.90070922,0.90070922,0.95035461,0.971631206,0.971631206,0.971631206,0.971631206,0.978723404,1,0.717431878,0.453900709,0.588652482,0.673758865,0.744680851,0.80141844,0.836879433,0.858156028,0.886524823,0.929078014,0.964539007,0.985815603,0.992907801,0.992907801,0.992907801,1,1,1,1,1,0.879059351
velocity_3_1_decisionTable.csv,0.267605634,0.338028169,0.457746479,0.563380282,0.633802817,0.676056338,0.697183099,0.718309859,0.725352113,0.725352113,0.725352113,0.929577465,0.943661972,0.943661972,0.943661972,0.943661972,0.950704225,0.992957746,1,0.746108228,0.453900709,0.581560284,0.680851064,0.758865248,0.80141844,0.843971631,0.858156028,0.907801418,0.943262411,0.964539007,0.985815603,0.992907801,0.992907801,0.992907801,1,1,1,1,1,0.882045539
velocity_3_1_ibk.csv,0.375886525,0.503546099,0.595744681,0.666666667,0.723404255,0.744680851,0.75177305,0.765957447,0.794326241,0.808510638,0.943262411,0.992907801,0.992907801,0.992907801,1,1,1,1,1,0.823814856,0.418439716,0.539007092,0.631205674,0.70212766,0.75177305,0.780141844,0.787234043,0.80141844,0.836879433,0.85106383,0.943262411,0.992907801,0.992907801,0.992907801,1,1,1,1,1,0.843225084
velocity_3_1_j48.csv,0.394366197,0.542253521,0.647887324,0.73943662,0.802816901,0.845070423,0.85915493,0.873239437,0.901408451,0.922535211,0.922535211,0.922535211,0.957746479,0.992957746,0.992957746,0.992957746,0.992957746,0.992957746,1,0.85767235,0.436619718,0.577464789,0.676056338,0.746478873,0.816901408,0.85915493,0.88028169,0.894366197,0.915492958,0.936619718,0.978873239,0.985915493,0.985915493,0.992957746,0.992957746,0.992957746,0.992957746,0.992957746,1,0.876575241
