Filename,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,NPofB10,NPofB15,NPofB20,NPofB25,NPofB30,NPofB35,NPofB40,NPofB45,NPofB50,NPofB55,NPofB60,NPofB65,NPofB70,NPofB75,NPofB80,NPofB85,NPofB90,NPofB95,NPofB100,NAverage_Pofb
Keymind-B_5_2_begging.csv,0.125,0.125,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.875,0.875,0.875,1,1,1,1,0.644736842,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_decisionTable.csv,0.125,0.125,0.5,0.5,0.5,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.875,0.875,0.875,1,1,1,1,0.690789474,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_ibk.csv,0.125,0.125,0.25,0.25,0.25,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.875,0.875,0.875,1,1,1,1,0.651315789,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_j48.csv,0.125,0.125,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.75,0.75,0.75,1,1,1,1,0.605263158,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_kStar.csv,0.142857143,0.142857143,0.285714286,0.285714286,0.285714286,0.571428571,0.571428571,0.571428571,0.571428571,0.714285714,0.714285714,0.714285714,0.857142857,0.857142857,0.857142857,1,1,1,1,0.639097744,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_logistic.csv,0,0,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.875,0.875,0.875,1,1,1,1,0.611842105,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_naiveBayes.csv,0,0,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.875,0.875,0.875,1,1,1,1,0.611842105,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_randomForest.csv,0.25,0.25,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.875,0.875,0.875,1,1,1,1,0.657894737,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_2_smo.csv,0.125,0.125,0.5,0.5,0.5,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.875,0.875,0.875,1,1,1,1,0.690789474,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_3_bayesNet.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_3_begging.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_3_decisionTable.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_3_ibk.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_3_j48.csv,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.833333333,0.833333333,1,1,0.543859649,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.833333333,0.833333333,1,1,0.543859649
Keymind-B_5_3_kStar.csv,0,0,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.557894737,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.568421053
Keymind-B_5_3_logistic.csv,0,0,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.557894737,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.568421053
Keymind-B_5_3_naiveBayes.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.8,0.8,0.8,0.8,0.8,1,1,1,1,0.568421053,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.568421053
Keymind-B_5_3_randomForest.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_3_smo.csv,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421,0,0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.8,0.8,0.8,1,1,1,1,0.547368421
Keymind-B_5_4_bayesNet.csv,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
Keymind-B_5_4_begging.csv,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
Keymind-B_5_4_decisionTable.csv,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
Keymind-B_5_4_ibk.csv,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,0.605263158,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.421052632
Keymind-B_5_4_j48.csv,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
Keymind-B_5_4_kStar.csv,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
Keymind-B_5_4_logistic.csv,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
Keymind-B_5_4_naiveBayes.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.157894737,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.526315789
Keymind-B_5_4_randomForest.csv,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
Keymind-B_5_4_smo.csv,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.789473684
log4j_3_1_bayesNet.csv,0.109589041,0.136986301,0.164383562,0.232876712,0.287671233,0.328767123,0.369863014,0.397260274,0.452054795,0.493150685,0.602739726,0.671232877,0.698630137,0.739726027,0.794520548,0.835616438,0.876712329,0.876712329,1,0.529920692,0.191780822,0.260273973,0.315068493,0.383561644,0.424657534,0.465753425,0.506849315,0.547945205,0.589041096,0.643835616,0.657534247,0.698630137,0.726027397,0.753424658,0.794520548,0.849315068,0.904109589,0.95890411,1,0.614275415
log4j_3_1_begging.csv,0.108108108,0.135135135,0.162162162,0.202702703,0.283783784,0.337837838,0.378378378,0.445945946,0.5,0.567567568,0.608108108,0.635135135,0.675675676,0.72972973,0.77027027,0.824324324,0.837837838,0.878378378,1,0.530583215,0.256756757,0.324324324,0.378378378,0.472972973,0.527027027,0.554054054,0.581081081,0.635135135,0.675675676,0.716216216,0.743243243,0.77027027,0.810810811,0.824324324,0.864864865,0.905405405,0.945945946,0.986486486,1,0.682788051
log4j_3_1_decisionTable.csv,0.121621622,0.202702703,0.256756757,0.297297297,0.337837838,0.364864865,0.391891892,0.459459459,0.540540541,0.594594595,0.635135135,0.662162162,0.716216216,0.756756757,0.824324324,0.837837838,0.945945946,0.986486486,1,0.575391181,0.243243243,0.324324324,0.391891892,0.445945946,0.513513514,0.567567568,0.621621622,0.675675676,0.716216216,0.743243243,0.797297297,0.837837838,0.864864865,0.891891892,0.905405405,0.932432432,0.959459459,1,1,0.706970128
log4j_3_1_ibk.csv,0.202702703,0.27027027,0.324324324,0.391891892,0.445945946,0.486486486,0.513513514,0.540540541,0.567567568,0.635135135,0.702702703,0.743243243,0.810810811,0.824324324,0.851351351,0.891891892,0.918918919,0.959459459,1,0.635846373,0.219178082,0.287671233,0.342465753,0.410958904,0.465753425,0.520547945,0.547945205,0.589041096,0.630136986,0.643835616,0.712328767,0.753424658,0.821917808,0.835616438,0.863013699,0.904109589,0.931506849,0.97260274,1,0.655371305
log4j_3_1_j48.csv,0.135135135,0.189189189,0.256756757,0.324324324,0.364864865,0.405405405,0.445945946,0.472972973,0.5,0.527027027,0.621621622,0.648648649,0.689189189,0.72972973,0.851351351,0.905405405,0.972972973,1,1,0.581081081,0.256756757,0.310810811,0.378378378,0.445945946,0.513513514,0.567567568,0.594594595,0.635135135,0.675675676,0.702702703,0.72972973,0.756756757,0.77027027,0.824324324,0.851351351,0.905405405,0.972972973,1,1,0.678520626
log4j_3_1_kStar.csv,0.054794521,0.082191781,0.136986301,0.191780822,0.246575342,0.315068493,0.397260274,0.452054795,0.534246575,0.589041096,0.616438356,0.671232877,0.739726027,0.780821918,0.835616438,0.890410959,0.917808219,0.95890411,1,0.547945205,0.191780822,0.273972603,0.342465753,0.397260274,0.452054795,0.493150685,0.506849315,0.547945205,0.575342466,0.602739726,0.657534247,0.698630137,0.753424658,0.808219178,0.863013699,0.917808219,0.931506849,1,1,0.632299928
log4j_3_1_logistic.csv,0.067567568,0.108108108,0.148648649,0.189189189,0.216216216,0.283783784,0.324324324,0.364864865,0.445945946,0.513513514,0.567567568,0.621621622,0.675675676,0.716216216,0.77027027,0.824324324,0.864864865,0.878378378,1,0.504267425,0.243243243,0.310810811,0.391891892,0.459459459,0.527027027,0.567567568,0.635135135,0.675675676,0.702702703,0.72972973,0.756756757,0.783783784,0.810810811,0.824324324,0.851351351,0.878378378,0.932432432,1,1,0.688477952
log4j_3_1_naiveBayes.csv,0.094594595,0.135135135,0.162162162,0.189189189,0.22972973,0.283783784,0.337837838,0.391891892,0.472972973,0.513513514,0.581081081,0.635135135,0.675675676,0.702702703,0.77027027,0.797297297,0.824324324,0.864864865,1,0.508534851,0.175675676,0.243243243,0.310810811,0.364864865,0.418918919,0.472972973,0.513513514,0.540540541,0.567567568,0.594594595,0.621621622,0.648648649,0.675675676,0.702702703,0.797297297,0.864864865,0.878378378,0.905405405,1,0.594594595
log4j_3_1_randomForest.csv,0.081081081,0.121621622,0.148648649,0.202702703,0.243243243,0.297297297,0.378378378,0.445945946,0.486486486,0.554054054,0.621621622,0.662162162,0.72972973,0.797297297,0.810810811,0.837837838,0.864864865,0.878378378,1,0.53485064,0.202702703,0.27027027,0.351351351,0.432432432,0.5,0.567567568,0.608108108,0.635135135,0.675675676,0.702702703,0.716216216,0.743243243,0.783783784,0.797297297,0.810810811,0.851351351,0.891891892,0.905405405,1,0.655049787
log4j_3_1_smo.csv,0.191780822,0.246575342,0.315068493,0.369863014,0.424657534,0.465753425,0.506849315,0.520547945,0.547945205,0.575342466,0.602739726,0.726027397,0.753424658,0.863013699,0.890410959,0.917808219,0.945205479,0.98630137,1,0.623648161,0.191780822,0.246575342,0.315068493,0.369863014,0.424657534,0.465753425,0.506849315,0.520547945,0.547945205,0.575342466,0.602739726,0.726027397,0.753424658,0.863013699,0.890410959,0.917808219,0.945205479,0.98630137,1,0.623648161
log4j_3_2_bayesNet.csv,0.021276596,0.042553191,0.058510638,0.085106383,0.111702128,0.127659574,0.164893617,0.20212766,0.234042553,0.265957447,0.303191489,0.329787234,0.388297872,0.45212766,0.515957447,0.60106383,0.70212766,0.760638298,1,0.335106383,0.138297872,0.186170213,0.218085106,0.244680851,0.281914894,0.308510638,0.345744681,0.361702128,0.382978723,0.409574468,0.436170213,0.468085106,0.489361702,0.531914894,0.606382979,0.670212766,0.755319149,0.867021277,1,0.458006719
log4j_3_2_begging.csv,0.042553191,0.053191489,0.063829787,0.090425532,0.10106383,0.138297872,0.164893617,0.196808511,0.239361702,0.281914894,0.329787234,0.367021277,0.457446809,0.515957447,0.585106383,0.675531915,0.781914894,0.909574468,1,0.368141097,0.335106383,0.404255319,0.446808511,0.494680851,0.531914894,0.574468085,0.622340426,0.654255319,0.696808511,0.723404255,0.75,0.787234043,0.824468085,0.888297872,0.936170213,0.957446809,0.978723404,0.989361702,1,0.71556551
log4j_3_2_decisionTable.csv,0.042553191,0.079787234,0.095744681,0.095744681,0.138297872,0.180851064,0.228723404,0.244680851,0.271276596,0.308510638,0.35106383,0.484042553,0.515957447,0.654255319,0.707446809,0.755319149,0.835106383,0.936170213,1,0.417133259,0.372340426,0.45212766,0.505319149,0.553191489,0.606382979,0.643617021,0.680851064,0.728723404,0.781914894,0.819148936,0.845744681,0.867021277,0.893617021,0.920212766,0.946808511,0.973404255,0.978723404,0.989361702,1,0.766237402
log4j_3_2_ibk.csv,0.175531915,0.207446809,0.239361702,0.271276596,0.292553191,0.313829787,0.335106383,0.345744681,0.361702128,0.367021277,0.382978723,0.521276596,0.590425532,0.617021277,0.643617021,0.781914894,0.920212766,0.973404255,1,0.491601344,0.185185185,0.222222222,0.259259259,0.291005291,0.317460317,0.338624339,0.386243386,0.402116402,0.412698413,0.423280423,0.433862434,0.62962963,0.746031746,0.82010582,0.862433862,0.899470899,0.952380952,0.978835979,1,0.55583403
log4j_3_2_j48.csv,0.10106383,0.132978723,0.159574468,0.186170213,0.20212766,0.218085106,0.228723404,0.239361702,0.239361702,0.281914894,0.356382979,0.388297872,0.553191489,0.659574468,0.707446809,0.872340426,0.89893617,0.957446809,1,0.441209406,0.29787234,0.345744681,0.377659574,0.420212766,0.457446809,0.489361702,0.521276596,0.558510638,0.585106383,0.617021277,0.632978723,0.691489362,0.755319149,0.79787234,0.79787234,0.872340426,0.89893617,0.957446809,1,0.63549832
log4j_3_2_kStar.csv,0.04787234,0.063829787,0.090425532,0.117021277,0.14893617,0.164893617,0.180851064,0.207446809,0.244680851,0.276595745,0.345744681,0.382978723,0.468085106,0.553191489,0.643617021,0.739361702,0.845744681,0.946808511,1,0.393057111,0.218085106,0.271276596,0.313829787,0.356382979,0.382978723,0.414893617,0.441489362,0.484042553,0.494680851,0.521276596,0.553191489,0.569148936,0.60106383,0.638297872,0.728723404,0.808510638,0.882978723,0.962765957,1,0.56019037
log4j_3_2_logistic.csv,0.015957447,0.021276596,0.04787234,0.069148936,0.090425532,0.127659574,0.159574468,0.191489362,0.228723404,0.265957447,0.313829787,0.35106383,0.39893617,0.462765957,0.54787234,0.64893617,0.712765957,0.85106383,1,0.342385218,0.345744681,0.425531915,0.484042553,0.542553191,0.60106383,0.64893617,0.691489362,0.744680851,0.771276596,0.79787234,0.819148936,0.85106383,0.867021277,0.89893617,0.920212766,0.936170213,0.957446809,0.962765957,1,0.750839866
log4j_3_2_naiveBayes.csv,0.053191489,0.063829787,0.069148936,0.079787234,0.127659574,0.14893617,0.186170213,0.218085106,0.244680851,0.281914894,0.319148936,0.356382979,0.409574468,0.462765957,0.505319149,0.574468085,0.696808511,0.925531915,1,0.353863382,0.127659574,0.164893617,0.191489362,0.218085106,0.244680851,0.260638298,0.281914894,0.303191489,0.319148936,0.345744681,0.377659574,0.404255319,0.473404255,0.531914894,0.617021277,0.691489362,0.776595745,0.936170213,1,0.435050392
log4j_3_2_randomForest.csv,0.010582011,0.026455026,0.052910053,0.084656085,0.105820106,0.132275132,0.153439153,0.17989418,0.227513228,0.264550265,0.333333333,0.365079365,0.439153439,0.507936508,0.587301587,0.671957672,0.761904762,0.888888889,1,0.357560568,0.275132275,0.333333333,0.380952381,0.428571429,0.46031746,0.497354497,0.529100529,0.576719577,0.608465608,0.62962963,0.650793651,0.698412698,0.740740741,0.761904762,0.80952381,0.82010582,0.862433862,0.920634921,1,0.630743525
log4j_3_2_smo.csv,0.126984127,0.164021164,0.195767196,0.227513228,0.253968254,0.275132275,0.291005291,0.306878307,0.317460317,0.328042328,0.333333333,0.608465608,0.735449735,0.825396825,0.894179894,0.936507937,0.962962963,0.989417989,1,0.514341409,0.126984127,0.164021164,0.195767196,0.227513228,0.253968254,0.275132275,0.291005291,0.306878307,0.317460317,0.328042328,0.333333333,0.608465608,0.735449735,0.825396825,0.894179894,0.936507937,0.962962963,0.989417989,1,0.514341409
lucene_3_1_bayesNet.csv,0.034965035,0.076923077,0.125874126,0.167832168,0.181818182,0.188811189,0.20979021,0.223776224,0.244755245,0.27972028,0.342657343,0.370629371,0.433566434,0.454545455,0.545454545,0.615384615,0.692307692,0.741258741,1,0.364740523,0.223776224,0.314685315,0.34965035,0.391608392,0.447552448,0.482517483,0.531468531,0.566433566,0.608391608,0.636363636,0.706293706,0.713286713,0.741258741,0.762237762,0.811188811,0.825174825,0.839160839,0.881118881,1,0.622745675
lucene_3_1_begging.csv,0.090909091,0.111888112,0.13986014,0.146853147,0.167832168,0.174825175,0.195804196,0.202797203,0.293706294,0.384615385,0.41958042,0.461538462,0.531468531,0.552447552,0.65034965,0.692307692,0.755244755,0.825174825,1,0.410379095,0.354166667,0.458333333,0.541666667,0.583333333,0.638888889,0.6875,0.743055556,0.763888889,0.798611111,0.826388889,0.868055556,0.895833333,0.916666667,0.944444444,0.972222222,0.979166667,0.986111111,0.993055556,1,0.786915205
lucene_3_1_decisionTable.csv,0.090909091,0.104895105,0.111888112,0.118881119,0.146853147,0.174825175,0.20979021,0.230769231,0.230769231,0.244755245,0.272727273,0.356643357,0.412587413,0.475524476,0.566433566,0.636363636,0.713286713,0.902097902,1,0.368421053,0.347222222,0.451388889,0.513888889,0.569444444,0.604166667,0.673611111,0.75,0.805555556,0.840277778,0.875,0.909722222,0.9375,0.951388889,0.965277778,0.979166667,0.979166667,0.986111111,0.993055556,1,0.796418129
lucene_3_1_ibk.csv,0.236111111,0.319444444,0.361111111,0.395833333,0.444444444,0.479166667,0.493055556,0.527777778,0.548611111,0.555555556,0.555555556,0.569444444,0.576388889,0.75,0.861111111,0.881944444,0.958333333,0.986111111,1,0.605263158,0.251748252,0.335664336,0.377622378,0.405594406,0.454545455,0.496503497,0.524475524,0.559440559,0.573426573,0.594405594,0.601398601,0.622377622,0.643356643,0.762237762,0.874125874,0.895104895,0.965034965,0.986013986,1,0.627530364
lucene_3_1_j48.csv,0.118055556,0.173611111,0.194444444,0.229166667,0.25,0.263888889,0.277777778,0.284722222,0.291666667,0.395833333,0.479166667,0.527777778,0.576388889,0.625,0.736111111,0.840277778,0.875,0.895833333,1,0.475511696,0.319444444,0.381944444,0.458333333,0.493055556,0.527777778,0.583333333,0.631944444,0.659722222,0.6875,0.75,0.784722222,0.805555556,0.840277778,0.854166667,0.875,0.888888889,0.895833333,0.895833333,1,0.701754386
lucene_3_1_kStar.csv,0.013986014,0.013986014,0.062937063,0.076923077,0.146853147,0.216783217,0.265734266,0.328671329,0.342657343,0.405594406,0.468531469,0.517482517,0.566433566,0.601398601,0.692307692,0.769230769,0.853146853,0.916083916,1,0.434670593,0.293706294,0.363636364,0.405594406,0.447552448,0.503496503,0.545454545,0.573426573,0.601398601,0.615384615,0.636363636,0.643356643,0.657342657,0.671328671,0.692307692,0.734265734,0.797202797,0.867132867,0.93006993,1,0.630474788
lucene_3_1_logistic.csv,0.020979021,0.048951049,0.076923077,0.118881119,0.160839161,0.188811189,0.20979021,0.251748252,0.293706294,0.314685315,0.328671329,0.377622378,0.426573427,0.503496503,0.587412587,0.608391608,0.678321678,0.811188811,1,0.368789106,0.405594406,0.482517483,0.545454545,0.608391608,0.671328671,0.72027972,0.762237762,0.804195804,0.832167832,0.853146853,0.874125874,0.909090909,0.937062937,0.951048951,0.979020979,0.979020979,0.986013986,1,1,0.805299963
lucene_3_1_naiveBayes.csv,0.048951049,0.055944056,0.06993007,0.06993007,0.090909091,0.104895105,0.153846154,0.195804196,0.244755245,0.27972028,0.314685315,0.34965035,0.391608392,0.440559441,0.51048951,0.601398601,0.664335664,0.762237762,1,0.334192124,0.202797203,0.237762238,0.27972028,0.321678322,0.356643357,0.412587413,0.440559441,0.482517483,0.538461538,0.559440559,0.573426573,0.601398601,0.65034965,0.671328671,0.685314685,0.706293706,0.748251748,0.874125874,1,0.544350386
lucene_3_1_randomForest.csv,0.062937063,0.097902098,0.104895105,0.111888112,0.118881119,0.167832168,0.216783217,0.265734266,0.328671329,0.398601399,0.482517483,0.503496503,0.573426573,0.601398601,0.629370629,0.671328671,0.783216783,0.839160839,1,0.418844314,0.321678322,0.454545455,0.517482517,0.538461538,0.615384615,0.664335664,0.692307692,0.727272727,0.755244755,0.797202797,0.846153846,0.867132867,0.902097902,0.958041958,0.965034965,0.979020979,0.986013986,0.993006993,1,0.767390504
lucene_3_1_smo.csv,0.20979021,0.272727273,0.293706294,0.377622378,0.412587413,0.433566434,0.48951049,0.524475524,0.552447552,0.573426573,0.601398601,0.629370629,0.643356643,0.65034965,0.657342657,0.664335664,0.671328671,0.902097902,1,0.555760029,0.20979021,0.272727273,0.293706294,0.377622378,0.412587413,0.433566434,0.48951049,0.524475524,0.552447552,0.573426573,0.601398601,0.629370629,0.643356643,0.65034965,0.657342657,0.664335664,0.671328671,0.902097902,1,0.555760029
lucene_3_2_bayesNet.csv,0.00990099,0.04950495,0.079207921,0.123762376,0.128712871,0.178217822,0.212871287,0.252475248,0.297029703,0.306930693,0.341584158,0.371287129,0.445544554,0.544554455,0.559405941,0.623762376,0.717821782,0.861386139,1,0.373892652,0.311881188,0.376237624,0.425742574,0.504950495,0.564356436,0.623762376,0.663366337,0.727722772,0.767326733,0.797029703,0.826732673,0.856435644,0.876237624,0.920792079,0.95049505,0.97029703,0.99009901,0.995049505,1,0.744658676
lucene_3_2_begging.csv,0.014778325,0.0591133,0.093596059,0.113300493,0.162561576,0.21182266,0.24137931,0.256157635,0.310344828,0.374384236,0.45320197,0.512315271,0.561576355,0.596059113,0.645320197,0.733990148,0.822660099,0.901477833,1,0.424423127,0.435643564,0.514851485,0.569306931,0.623762376,0.683168317,0.732673267,0.767326733,0.801980198,0.846534653,0.896039604,0.915841584,0.935643564,0.945544554,0.96039604,0.97029703,0.975247525,0.99009901,0.995049505,1,0.818916102
lucene_3_2_decisionTable.csv,0.093596059,0.142857143,0.187192118,0.216748768,0.231527094,0.246305419,0.256157635,0.266009852,0.266009852,0.305418719,0.428571429,0.512315271,0.541871921,0.640394089,0.704433498,0.743842365,0.84729064,0.975369458,1,0.452942702,0.430693069,0.514851485,0.559405941,0.608910891,0.673267327,0.727722772,0.772277228,0.826732673,0.866336634,0.891089109,0.915841584,0.925742574,0.935643564,0.95049505,0.96039604,0.98019802,0.99009901,0.995049505,1,0.817092236
lucene_3_2_ibk.csv,0.246305419,0.300492611,0.330049261,0.379310345,0.418719212,0.45320197,0.467980296,0.482758621,0.497536946,0.507389163,0.507389163,0.581280788,0.738916256,0.78817734,0.842364532,0.866995074,0.886699507,0.891625616,1,0.588799585,0.277227723,0.336633663,0.381188119,0.420792079,0.48019802,0.50990099,0.53960396,0.559405941,0.569306931,0.579207921,0.603960396,0.628712871,0.777227723,0.831683168,0.896039604,0.935643564,0.97029703,0.995049505,1,0.646951537
lucene_3_2_j48.csv,0.15270936,0.192118227,0.21182266,0.221674877,0.226600985,0.275862069,0.320197044,0.359605911,0.374384236,0.472906404,0.497536946,0.512315271,0.517241379,0.60591133,0.669950739,0.822660099,0.911330049,0.980295567,1,0.490795955,0.379310345,0.467980296,0.502463054,0.571428571,0.63546798,0.665024631,0.709359606,0.743842365,0.773399015,0.812807882,0.876847291,0.901477833,0.926108374,0.9408867,0.945812808,0.97044335,0.980295567,0.980295567,1,0.778065854
lucene_3_2_kStar.csv,0.014778325,0.044334975,0.078817734,0.157635468,0.226600985,0.275862069,0.325123153,0.354679803,0.408866995,0.443349754,0.512315271,0.561576355,0.625615764,0.694581281,0.743842365,0.783251232,0.802955665,0.916256158,1,0.472128597,0.344827586,0.39408867,0.45320197,0.492610837,0.551724138,0.591133005,0.625615764,0.655172414,0.679802956,0.689655172,0.724137931,0.743842365,0.753694581,0.768472906,0.778325123,0.802955665,0.862068966,0.926108374,1,0.675654654
lucene_3_2_logistic.csv,0.014851485,0.024752475,0.054455446,0.089108911,0.128712871,0.158415842,0.193069307,0.232673267,0.252475248,0.301980198,0.346534653,0.415841584,0.485148515,0.554455446,0.668316832,0.747524752,0.861386139,0.95049505,1,0.393694633,0.445544554,0.534653465,0.599009901,0.658415842,0.702970297,0.742574257,0.777227723,0.801980198,0.836633663,0.876237624,0.900990099,0.925742574,0.935643564,0.955445545,0.965346535,0.975247525,0.995049505,0.995049505,1,0.822303283
lucene_3_2_naiveBayes.csv,0.054455446,0.064356436,0.074257426,0.079207921,0.089108911,0.123762376,0.163366337,0.222772277,0.257425743,0.272277228,0.326732673,0.391089109,0.430693069,0.495049505,0.569306931,0.673267327,0.742574257,0.831683168,1,0.361125586,0.183168317,0.247524752,0.297029703,0.336633663,0.361386139,0.396039604,0.430693069,0.455445545,0.475247525,0.524752475,0.574257426,0.594059406,0.608910891,0.717821782,0.717821782,0.836633663,0.910891089,0.945544554,1,0.558624283
